timestamp,local_addr,remote_addr,pid,process_name,ai_related,bytes_sent_mb,bytes_recv_mb
2026-03-25T15:13:22.657898,127.0.0.1:61339,127.0.0.1:59497,6316,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:62590,127.0.0.1:65395,19644,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,172.16.0.2:59092,172.67.73.70:443,24388,python.exe,True,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:9222,127.0.0.1:53273,40012,chrome.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:54520,127.0.0.1:51074,43064,Antigravity.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:8092,127.0.0.1:61581,47524,python.exe,True,2237.4,1775.3
2026-03-25T15:13:22.657898,2606:4700:110:8f9b:3cb2:e7f1:6960:e40f:57154,2603:1020:5:9::400:443,9168,svchost.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:52464,127.0.0.1:53580,53128,Antigravity.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:65004,127.0.0.1:63875,41452,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:50211,127.0.0.1:55674,32400,Antigravity.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:60237,127.0.0.1:63406,38616,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:9222,127.0.0.1:50567,40012,chrome.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,2606:4700:110:8f9b:3cb2:e7f1:6960:e40f:65222,2c0f:fb50:4002:801::200a:443,38616,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,127.0.0.1:61761,127.0.0.1:54520,42728,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:13:22.657898,172.16.0.2:50334,34.54.84.110:443,32732,language_server_windows_x64.exe,False,2237.4,1775.3
2026-03-25T15:29:04.185702,127.0.0.1:61339,127.0.0.1:59497,6316,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:62590,127.0.0.1:65395,19644,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,172.16.0.2:59092,172.67.73.70:443,24388,python.exe,True,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:9222,127.0.0.1:53273,40012,chrome.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:54520,127.0.0.1:51074,43064,Antigravity.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,2606:4700:110:8f9b:3cb2:e7f1:6960:e40f:57154,2603:1020:5:9::400:443,9168,svchost.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:52464,127.0.0.1:53580,53128,Antigravity.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:65004,127.0.0.1:63875,41452,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:50211,127.0.0.1:55674,32400,Antigravity.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:60237,127.0.0.1:63406,38616,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:9222,127.0.0.1:50567,40012,chrome.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:61761,127.0.0.1:54520,42728,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,172.16.0.2:50334,34.54.84.110:443,32732,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,172.16.0.2:50383,34.54.84.110:443,42988,language_server_windows_x64.exe,False,2402.5,1926.8
2026-03-25T15:29:04.185702,127.0.0.1:9222,127.0.0.1:64123,40012,chrome.exe,False,2402.5,1926.8
2026-03-25T15:29:29.179738,127.0.0.1:61339,127.0.0.1:59497,6316,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:62590,127.0.0.1:65395,19644,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,172.16.0.2:59092,172.67.73.70:443,24388,python.exe,True,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:9222,127.0.0.1:53273,40012,chrome.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:54520,127.0.0.1:51074,43064,Antigravity.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,2606:4700:110:8f9b:3cb2:e7f1:6960:e40f:57154,2603:1020:5:9::400:443,9168,svchost.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:52464,127.0.0.1:53580,53128,Antigravity.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:65004,127.0.0.1:63875,41452,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:50211,127.0.0.1:55674,32400,Antigravity.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:60237,127.0.0.1:63406,38616,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:9222,127.0.0.1:50567,40012,chrome.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:61761,127.0.0.1:54520,42728,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,127.0.0.1:8092,127.0.0.1:50150,47524,python.exe,True,2402.7,1927.8
2026-03-25T15:29:29.179738,172.16.0.2:50334,34.54.84.110:443,32732,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:29.179738,172.16.0.2:50383,34.54.84.110:443,42988,language_server_windows_x64.exe,False,2402.7,1927.8
2026-03-25T15:29:45.297580,127.0.0.1:61339,127.0.0.1:59497,6316,language_server_windows_x64.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:62590,127.0.0.1:65395,19644,language_server_windows_x64.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,172.16.0.2:59092,172.67.73.70:443,24388,python.exe,True,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:9222,127.0.0.1:53273,40012,chrome.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:54520,127.0.0.1:51074,43064,Antigravity.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,2606:4700:110:8f9b:3cb2:e7f1:6960:e40f:57154,2603:1020:5:9::400:443,9168,svchost.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:52464,127.0.0.1:53580,53128,Antigravity.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:65004,127.0.0.1:63875,41452,language_server_windows_x64.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:50211,127.0.0.1:55674,32400,Antigravity.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:60237,127.0.0.1:63406,38616,language_server_windows_x64.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:9222,127.0.0.1:50567,40012,chrome.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:61761,127.0.0.1:54520,42728,language_server_windows_x64.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,127.0.0.1:8092,127.0.0.1:50150,47524,python.exe,True,2404.2,1928.2
2026-03-25T15:29:45.297580,172.16.0.2:50334,34.54.84.110:443,32732,language_server_windows_x64.exe,False,2404.2,1928.2
2026-03-25T15:29:45.297580,172.16.0.2:50383,34.54.84.110:443,42988,language_server_windows_x64.exe,False,2404.2,1928.2
