timestamp,cpu_percent,cpu_level,mem_percent,mem_used_gb,mem_total_gb,battery_percent,battery_charging,drain_rate,thermal_estimate,ai_process_count,active_connections,fps_estimate,total_processes
2026-03-25T18:01:08.933041,58.2,FAIR,55.8,35.49,63.65,100,True,,,21,394,,588
2026-03-25T18:02:08.676587,71.1,HIGH,56.0,35.64,63.65,100,True,,,21,415,,585
2026-03-25T18:03:08.867280,62.4,FAIR,55.8,35.52,63.65,100,True,,,21,412,,586
2026-03-25T18:04:08.678372,62.8,FAIR,55.8,35.54,63.65,100,True,,,21,392,,589
2026-03-25T18:05:08.754530,59.6,FAIR,55.8,35.52,63.65,100,True,,,21,385,,588
2026-03-25T18:06:08.443196,67.3,FAIR,55.9,35.59,63.65,100,True,,,21,382,,587
2026-03-25T18:07:08.365914,62.8,FAIR,55.8,35.54,63.65,100,True,,,21,387,,584
2026-03-25T18:08:08.227536,59.8,FAIR,55.8,35.54,63.65,100,True,,,21,384,,584
2026-03-25T18:09:08.492040,62.1,FAIR,55.9,35.61,63.65,100,True,,,21,376,,585
2026-03-25T18:10:09.046110,59.8,FAIR,55.8,35.53,63.65,100,True,,,21,392,,585
2026-03-25T18:11:08.356876,60.3,FAIR,56.1,35.73,63.65,100,True,,,21,372,,587
2026-03-25T18:12:08.274471,66.2,FAIR,56.1,35.7,63.65,100,True,,,21,410,,585
2026-03-25T18:13:08.195136,59.1,FAIR,56.2,35.74,63.65,100,True,,,21,391,,586
2026-03-25T18:14:08.492373,62.2,FAIR,56.2,35.74,63.65,100,True,,,21,385,,591
2026-03-25T18:15:08.497104,62.5,FAIR,56.1,35.69,63.65,100,True,,,21,379,,587
2026-03-25T18:16:08.302546,61.1,FAIR,56.2,35.78,63.65,100,True,,,21,379,,588
2026-03-25T18:17:08.071339,61.7,FAIR,56.2,35.77,63.65,100,True,,,21,379,,587
2026-03-25T18:18:08.111124,62.3,FAIR,56.2,35.77,63.65,100,True,,,21,384,,586
2026-03-25T18:19:08.272683,64.3,FAIR,56.1,35.73,63.65,100,True,,,21,391,,587
2026-03-25T18:20:08.925295,74.4,HIGH,56.1,35.72,63.65,100,True,,,21,386,,589
2026-03-25T18:21:08.293173,66.4,FAIR,56.2,35.77,63.65,100,True,,,21,383,,589
2026-03-25T18:22:08.119969,72.2,HIGH,56.1,35.7,63.65,100,True,,,21,381,,586
2026-03-25T18:23:08.466769,67.9,FAIR,56.1,35.69,63.65,100,True,,,21,385,,587
2026-03-25T18:24:10.520776,65.6,FAIR,56.1,35.72,63.65,100,True,,,21,394,,592
